subject,relationship,object,note_id,note_title
Irfan Ahmad,assigned,beekeeper stories to Jody Chambers for review,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,assigned,another beekeeper story to Monique Richard for code review,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,assigned,CSV script to Monique Richard for review,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,assigned,multiple stories to Monique Richard,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,explained,webhook stories and their dependencies,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,planned,adding more tickets for webhook epic,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Lauren Moncks,requested,keeping out the migration,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Day Kirby,suggested,untangling webhook stories,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Nazma Panjwani,provided,update on version info being under pure approval,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Monique Richard,working on,beekeeper story,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Jody Chambers,asked,status of MS Teams bug fix,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Jody Chambers,explained,MS Teams bug fix is dependent on another ticket,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Jody Chambers,explained,current webhook implementation and future changes,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Tim Buchinger,ended,call,14fd6cfe-c999-81cc-8e5a-e0bca32f7100,Meeting Transcription
Tim Buchinger,thanked,participants,14fd6cfe-c999-81cc-8e5a-e0bca32f7100,Meeting Transcription
Paul Wierenga,uses,Emacs,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Paul Wierenga,suggests,discussing in retrospective,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Lauren Moncks,suggests,support ticket,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Mark,uses,pyterm,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Day Kirby,remembers,Tango transfers bug,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Jamie Salmon,stays,home,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Jamie Salmon,works,at home,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Jamie Salmon,asks,Joseph Haddad,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Jamie Salmon,tracks,log in and settings changes,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Jamie Salmon,switches to,VS Code,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Jamie Salmon,agrees to,discuss in retrospective,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Joseph Haddad,completed,Limit Reached Email translation,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Joseph Haddad,found,bugs,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Joseph Haddad,removed,field from recognized user table,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Monique,started using,field for bucket list wrapped,193d6cfe-c999-81c1-9227-d6711feab977,Standup - The Jellies! 07-02-2025
Data Software Developer,has experience in,data space,196d6cfe-c999-808b-859c-da965365f5ae,"Data Software Developer - February 10, 2024"
Data Software Developer,considers,importance for next role,196d6cfe-c999-808b-859c-da965365f5ae,"Data Software Developer - February 10, 2024"
experience,lasts for,5 years,196d6cfe-c999-808b-859c-da965365f5ae,"Data Software Developer - February 10, 2024"
Kaine Black,has,7 or 8 years of experience in data analytics,196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Kaine Black,worked,at the university in the lab after graduation,196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Kaine Black,is currently working on,"migrating legacy data pipelines to modern, cloud architecture",196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Kaine Black,is,a manager,196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Kaine Black,is leading,a team,196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Kaine Black,is leading,projects,196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Kaine Black,is,very well spoken,196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Kaine Black,is not so interested in,managing people,196d6cfe-c999-805b-9360-d32e4499c205,"Kaine Black - February 10, 2024"
Jazib Khan,cut off,Morgan,197d6cfe-c999-80cd-86c8-ee881ec97394,"Jazib Khan - February 11, 2025"
Jazib Khan,feels,job description matches well with current work,197d6cfe-c999-80cd-86c8-ee881ec97394,"Jazib Khan - February 11, 2025"
Jazib Khan,wants to be,cloud agnostic,197d6cfe-c999-80cd-86c8-ee881ec97394,"Jazib Khan - February 11, 2025"
Jazib Khan,uses,Apache spark on EKS,197d6cfe-c999-80cd-86c8-ee881ec97394,"Jazib Khan - February 11, 2025"
Jazib Khan,uses,great expectations for data validation,197d6cfe-c999-80cd-86c8-ee881ec97394,"Jazib Khan - February 11, 2025"
Jazib Khan,cut off,me for the 2nd time,197d6cfe-c999-80cd-86c8-ee881ec97394,"Jazib Khan - February 11, 2025"
Jazib Khan,cut off,me for the 3rd time,197d6cfe-c999-80cd-86c8-ee881ec97394,"Jazib Khan - February 11, 2025"
Justin Bisal,started in,traditional engineering roles,198d6cfe-c999-80f3-a31f-c9480663e8a7,"Justin Bisal - February 12, 2025"
Justin Bisal,was prepared for,an example of how recognition in the workplace affected him personally,198d6cfe-c999-80f3-a31f-c9480663e8a7,"Justin Bisal - February 12, 2025"
Justin Bisal,wants to leave,Orion Health,198d6cfe-c999-80f3-a31f-c9480663e8a7,"Justin Bisal - February 12, 2025"
Liam,is more focused on,development side,439d2805-873d-4b4f-b6f7-8be1b5959157,Interviews
Liam,was assigned to a higher level of,quality,439d2805-873d-4b4f-b6f7-8be1b5959157,Interviews
Liam,provided,more detailed answers,439d2805-873d-4b4f-b6f7-8be1b5959157,Interviews
Liam,is stronger,technically,439d2805-873d-4b4f-b6f7-8be1b5959157,Interviews
Liam,wants more experience with,greenfield deployments,439d2805-873d-4b4f-b6f7-8be1b5959157,Interviews
Liam,used,work email for the interview,439d2805-873d-4b4f-b6f7-8be1b5959157,Interviews
Tony,has experience with,managing virtual machines with Ansible,439d2805-873d-4b4f-b6f7-8be1b5959157,Interviews
Cory Malkin,is on contract until,end of April,19ed6cfe-c999-8063-8ddc-ed38ef8160b0,"Cory Malkin - February 18, 2024"
Cory Malkin,can give,two weeks notice at any time,19ed6cfe-c999-8063-8ddc-ed38ef8160b0,"Cory Malkin - February 18, 2024"
Cory Malkin,is a big proponent of,Cursor,19ed6cfe-c999-8063-8ddc-ed38ef8160b0,"Cory Malkin - February 18, 2024"
Cory Malkin,likes the opportunity to,own the data architecture,19ed6cfe-c999-8063-8ddc-ed38ef8160b0,"Cory Malkin - February 18, 2024"
